dc (V),V1:p (Wn=5.00e-06) (A),V1:p (Wn=1.00e-05) (A),V1:p (Wn=1.50e-05) (A),V1:p (Wn=2.50e-05) (A),dc (V),deriv(value(getData("/V1/PLUS" ?result "dc") "Wn" 2.5e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "Wn" 2e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "Wn" 1.5e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "Wn" 1e-05)),dc (V),V1:p (Wn=2.00e-05) (A)
908.0E-3,-21.65E-12,-44.23E-12,-67.22E-12,-113.2E-12,910.0E-3,-978.7E-12,-779.8E-12,-580.9E-12,-381.9E-12,908.0E-3,-90.21E-12
910.0E-3,-22.02E-12,-45.00E-12,-68.39E-12,-115.1E-12,912.0E-3,-994.2E-12,-792.1E-12,-590.1E-12,-388.0E-12,910.0E-3,-91.77E-12
912.0E-3,-22.40E-12,-45.77E-12,-69.57E-12,-117.1E-12,914.0E-3,-1.010E-9,-804.7E-12,-599.4E-12,-394.1E-12,912.0E-3,-93.35E-12
914.0E-3,-22.78E-12,-46.56E-12,-70.76E-12,-119.2E-12,916.0E-3,-1.026E-9,-817.4E-12,-608.9E-12,-400.3E-12,914.0E-3,-94.96E-12
916.0E-3,-23.18E-12,-47.36E-12,-71.98E-12,-121.2E-12,918.0E-3,-1.042E-9,-830.5E-12,-618.6E-12,-406.7E-12,916.0E-3,-96.60E-12
918.0E-3,-23.57E-12,-48.17E-12,-73.22E-12,-123.3E-12,920.0E-3,-1.059E-9,-843.7E-12,-628.5E-12,-413.1E-12,918.0E-3,-98.26E-12
920.0E-3,-23.97E-12,-49.00E-12,-74.48E-12,-125.4E-12,922.0E-3,-1.076E-9,-857.2E-12,-638.5E-12,-419.7E-12,920.0E-3,-99.95E-12
922.0E-3,-24.38E-12,-49.84E-12,-75.75E-12,-127.6E-12,924.0E-3,-1.093E-9,-871.0E-12,-648.8E-12,-426.4E-12,922.0E-3,-101.7E-12
924.0E-3,-24.80E-12,-50.69E-12,-77.05E-12,-129.8E-12,926.0E-3,-1.111E-9,-885.0E-12,-659.2E-12,-433.3E-12,924.0E-3,-103.4E-12
926.0E-3,-25.22E-12,-51.56E-12,-78.37E-12,-132.0E-12,928.0E-3,-1.129E-9,-899.3E-12,-669.8E-12,-440.3E-12,926.0E-3,-105.2E-12
928.0E-3,-25.65E-12,-52.44E-12,-79.71E-12,-134.2E-12,930.0E-3,-1.147E-9,-913.9E-12,-680.7E-12,-447.4E-12,928.0E-3,-107.0E-12
930.0E-3,-26.09E-12,-53.33E-12,-81.07E-12,-136.5E-12,932.0E-3,-1.166E-9,-928.7E-12,-691.7E-12,-454.6E-12,930.0E-3,-108.8E-12
932.0E-3,-26.53E-12,-54.24E-12,-82.45E-12,-138.9E-12,934.0E-3,-1.185E-9,-943.8E-12,-702.9E-12,-462.0E-12,932.0E-3,-110.7E-12
934.0E-3,-26.98E-12,-55.17E-12,-83.86E-12,-141.2E-12,936.0E-3,-1.204E-9,-959.2E-12,-714.4E-12,-469.5E-12,934.0E-3,-112.5E-12
936.0E-3,-27.44E-12,-56.11E-12,-85.29E-12,-143.6E-12,938.0E-3,-1.224E-9,-974.9E-12,-726.1E-12,-477.1E-12,936.0E-3,-114.5E-12
938.0E-3,-27.90E-12,-57.06E-12,-86.74E-12,-146.1E-12,940.0E-3,-1.244E-9,-990.9E-12,-738.0E-12,-484.9E-12,938.0E-3,-116.4E-12
940.0E-3,-28.37E-12,-58.03E-12,-88.22E-12,-148.6E-12,942.0E-3,-1.264E-9,-1.007E-9,-750.1E-12,-492.9E-12,940.0E-3,-118.4E-12
942.0E-3,-28.85E-12,-59.02E-12,-89.72E-12,-151.1E-12,944.0E-3,-1.285E-9,-1.024E-9,-762.4E-12,-501.0E-12,942.0E-3,-120.4E-12
944.0E-3,-29.34E-12,-60.02E-12,-91.24E-12,-153.7E-12,946.0E-3,-1.306E-9,-1.041E-9,-775.0E-12,-509.3E-12,944.0E-3,-122.5E-12
946.0E-3,-29.84E-12,-61.04E-12,-92.79E-12,-156.3E-12,948.0E-3,-1.328E-9,-1.058E-9,-787.8E-12,-517.7E-12,946.0E-3,-124.5E-12
948.0E-3,-30.34E-12,-62.07E-12,-94.37E-12,-158.9E-12,950.0E-3,-1.350E-9,-1.076E-9,-800.9E-12,-526.3E-12,948.0E-3,-126.7E-12
950.0E-3,-30.85E-12,-63.12E-12,-95.97E-12,-161.6E-12,952.0E-3,-1.373E-9,-1.093E-9,-814.3E-12,-535.0E-12,950.0E-3,-128.8E-12
952.0E-3,-31.38E-12,-64.19E-12,-97.60E-12,-164.4E-12,954.0E-3,-1.396E-9,-1.112E-9,-827.9E-12,-543.9E-12,952.0E-3,-131.0E-12
954.0E-3,-31.91E-12,-65.28E-12,-99.25E-12,-167.2E-12,956.0E-3,-1.419E-9,-1.130E-9,-841.7E-12,-553.0E-12,954.0E-3,-133.2E-12
956.0E-3,-32.44E-12,-66.39E-12,-100.9E-12,-170.0E-12,958.0E-3,-1.443E-9,-1.149E-9,-855.9E-12,-562.3E-12,956.0E-3,-135.5E-12
958.0E-3,-32.99E-12,-67.51E-12,-102.6E-12,-172.9E-12,960.0E-3,-1.467E-9,-1.169E-9,-870.3E-12,-571.8E-12,958.0E-3,-137.8E-12
960.0E-3,-33.55E-12,-68.66E-12,-104.4E-12,-175.8E-12,962.0E-3,-1.492E-9,-1.189E-9,-885.0E-12,-581.4E-12,960.0E-3,-140.1E-12
962.0E-3,-34.11E-12,-69.82E-12,-106.2E-12,-178.8E-12,964.0E-3,-1.517E-9,-1.209E-9,-900.0E-12,-591.3E-12,962.0E-3,-142.5E-12
964.0E-3,-34.69E-12,-71.00E-12,-108.0E-12,-181.9E-12,966.0E-3,-1.543E-9,-1.229E-9,-915.3E-12,-601.3E-12,964.0E-3,-144.9E-12
966.0E-3,-35.27E-12,-72.20E-12,-109.8E-12,-184.9E-12,968.0E-3,-1.570E-9,-1.250E-9,-931.0E-12,-611.6E-12,966.0E-3,-147.4E-12
968.0E-3,-35.87E-12,-73.43E-12,-111.7E-12,-188.1E-12,970.0E-3,-1.597E-9,-1.272E-9,-946.9E-12,-622.0E-12,968.0E-3,-149.9E-12
970.0E-3,-36.47E-12,-74.67E-12,-113.5E-12,-191.3E-12,972.0E-3,-1.624E-9,-1.294E-9,-963.2E-12,-632.7E-12,970.0E-3,-152.4E-12
972.0E-3,-37.09E-12,-75.94E-12,-115.5E-12,-194.5E-12,974.0E-3,-1.652E-9,-1.316E-9,-979.9E-12,-643.6E-12,972.0E-3,-155.0E-12
974.0E-3,-37.71E-12,-77.22E-12,-117.4E-12,-197.8E-12,976.0E-3,-1.681E-9,-1.339E-9,-996.9E-12,-654.8E-12,974.0E-3,-157.6E-12
976.0E-3,-38.35E-12,-78.53E-12,-119.4E-12,-201.2E-12,978.0E-3,-1.710E-9,-1.362E-9,-1.014E-9,-666.2E-12,976.0E-3,-160.3E-12
978.0E-3,-39.00E-12,-79.87E-12,-121.5E-12,-204.6E-12,980.0E-3,-1.740E-9,-1.386E-9,-1.032E-9,-677.8E-12,978.0E-3,-163.0E-12
980.0E-3,-39.66E-12,-81.22E-12,-123.5E-12,-208.1E-12,982.0E-3,-1.771E-9,-1.410E-9,-1.050E-9,-689.7E-12,980.0E-3,-165.8E-12
982.0E-3,-40.33E-12,-82.60E-12,-125.6E-12,-211.6E-12,984.0E-3,-1.802E-9,-1.435E-9,-1.069E-9,-701.9E-12,982.0E-3,-168.6E-12
984.0E-3,-41.01E-12,-84.01E-12,-127.8E-12,-215.2E-12,986.0E-3,-1.834E-9,-1.461E-9,-1.088E-9,-714.3E-12,984.0E-3,-171.5E-12
986.0E-3,-41.71E-12,-85.43E-12,-129.9E-12,-218.9E-12,988.0E-3,-1.867E-9,-1.487E-9,-1.107E-9,-727.1E-12,986.0E-3,-174.4E-12
988.0E-3,-42.41E-12,-86.89E-12,-132.1E-12,-222.6E-12,990.0E-3,-1.900E-9,-1.514E-9,-1.127E-9,-740.1E-12,988.0E-3,-177.4E-12
990.0E-3,-43.13E-12,-88.37E-12,-134.4E-12,-226.4E-12,992.0E-3,-1.934E-9,-1.541E-9,-1.147E-9,-753.4E-12,990.0E-3,-180.4E-12
992.0E-3,-43.86E-12,-89.88E-12,-136.7E-12,-230.3E-12,994.0E-3,-1.969E-9,-1.569E-9,-1.168E-9,-767.0E-12,992.0E-3,-183.5E-12
994.0E-3,-44.61E-12,-91.41E-12,-139.0E-12,-234.2E-12,996.0E-3,-2.005E-9,-1.597E-9,-1.189E-9,-781.0E-12,994.0E-3,-186.6E-12
996.0E-3,-45.37E-12,-92.97E-12,-141.4E-12,-238.2E-12,998.0E-3,-2.042E-9,-1.627E-9,-1.211E-9,-795.3E-12,996.0E-3,-189.8E-12
998.0E-3,-46.14E-12,-94.56E-12,-143.8E-12,-242.3E-12,1.000,-2.080E-9,-1.657E-9,-1.233E-9,-810.0E-12,998.0E-3,-193.1E-12
1.000,-46.93E-12,-96.18E-12,-146.3E-12,-246.5E-12, , , , , ,1.000,-196.4E-12
